canonical_index,identity_key,sku,name,source_sets,final_category,final_subcategories,approved_industries,industry_status,industry_blocker,taxonomy_notes
238,sku:P901LS,P901LS,Ladies Sonar Polo,Polos,Tops,Short Sleeve | Polos,Corporate | Retail,ready,,
239,sku:2151,2151,Silvertech Polo - Ladies,Polos,Tops,Short Sleeve | Polos,Healthcare | Corporate,ready,,
240,sku:2LCP,2LCP,Ladies Contrast Polo,Polos,Tops,Short Sleeve | Polos,Workwear & Hi-Vis | Automotive,ready,,
241,sku:BP2610LS,BP2610LS,Phoenix Women's Short Sleeve Polo,Polos,Tops,Short Sleeve | Polos,Corporate | Retail,ready,,
242,sku:P227MS,P227MS,Cambridge Men's Short Sleeve Polo,Polos,Tops,Short Sleeve | Polos,Corporate | Education | Government,ready,,
243,sku:1061,1061,Freshen Polo Men's,Polos,Tops,Short Sleeve | Polos,Government,ready,,
244,sku:1143,1143,Freshen Polo L/S Ladies,Polos,Tops,Long Sleeve | Polos,Government,ready,,
245,sku:1043,1043,Freshen Polo L/S Men's,Polos,Tops,Long Sleeve | Polos,Government,ready,,
246,sku:1162,1162,Superdry Polo Ladies,Polos,Tops,Short Sleeve | Polos,Corporate | Government | Education | Retail,ready,,
247,sku:S909,S909,Summit 750ml Drink Bottle,Promotional Merchandise,Accessories,Promotional Merchandise | Drinkware | Sustainable,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
248,sku:S400,S400,Oakleigh Coffee Cup (354mL),Promotional Merchandise,Accessories,Promotional Merchandise | Drinkware,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
249,sku:S990,S990,Arlo 1L Glass Water Bottle,Promotional Merchandise,Accessories,Promotional Merchandise | Drinkware,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
250,sku:S777,S777,Byron 1L Drink Bottle,Promotional Merchandise,Accessories,Promotional Merchandise | Drinkware,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
251,sku:S895,S895,Sunrise Smoothie 500mL Tumbler,Promotional Merchandise,Accessories,Promotional Merchandise | Drinkware,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
252,sku:S901,S901,Allegra 750ml Bottle,Promotional Merchandise,Accessories,Promotional Merchandise | Drinkware,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
253,sku:S3101,S3101,Vidro 750ml Bottle,Promotional Merchandise,Accessories,Promotional Merchandise | Drinkware,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
254,sku:RB1053,RB1053,The Buddy Drawstring Bag,Promotional Merchandise,Accessories,Promotional Merchandise | Bags,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
255,sku:RB1043,RB1043,Willow Natural Tote,Promotional Merchandise,Accessories,Promotional Merchandise | Bags,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
256,sku:RB1040,RB1040,Rara Cooler Bag,Promotional Merchandise,Accessories,Promotional Merchandise | Bags,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
257,sku:D605.R,D605.R,ECO NOVA Computer Backpack,Promotional Merchandise,Accessories,Promotional Merchandise | Bags,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
258,sku:P093,P093,The Gravity 3+1 Metal Pen,Promotional Merchandise,Accessories,Promotional Merchandise | Pens,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
259,sku:P131,P131,The Heritage Wooden + Metal Ball Pen,Promotional Merchandise,Accessories,Promotional Merchandise | Pens,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
260,sku:P381,P381,Paper Pen,Promotional Merchandise,Accessories,Promotional Merchandise | Pens,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
261,sku:P603,P603,SmartScribe Re-AL NFC Pen,Promotional Merchandise,Accessories,Promotional Merchandise | Pens,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
262,sku:P602,P602,Monarch Re-AL Ball Pen,Promotional Merchandise,Accessories,Promotional Merchandise | Pens,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
263,sku:P734,P734,RABS Mini Ballpoint Pen,Promotional Merchandise,Accessories,Promotional Merchandise | Pens,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
264,sku:P740,P740,Cambridge Colourful Gel Ink Pen,Promotional Merchandise,Accessories,Promotional Merchandise | Pens,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
265,sku:P129,P129,Tirana Pen,Promotional Merchandise,Accessories,Promotional Merchandise | Pens,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
266,sku:F501,F501,Bloa Pen,Promotional Merchandise,Accessories,Promotional Merchandise | Pens,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
267,sku:LL9753,LL9753,Stone Paper Notebook,Promotional Merchandise,Accessories,Promotional Merchandise | Notebooks | Sustainable,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
268,sku:LL9757,LL9757,Amazon Bamboo Notebook,Promotional Merchandise,Accessories,Promotional Merchandise | Notebooks | Sustainable,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
269,sku:LL0944,LL0944,Tourist A5 Notebook,Promotional Merchandise,Accessories,Promotional Merchandise | Notebooks | Sustainable,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
270,sku:LL0226,LL0226,Arc Eco Square Wireless Charger,Promotional Merchandise,Accessories,Promotional Merchandise | Notebooks | Sustainable,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
271,sku:LL0461,LL0461,Vienna Coffee Cup / Snap Lid / Cork Band,Promotional Merchandise,Accessories,Promotional Merchandise | Drinkware | Sustainable,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
272,sku:LL0427,LL0427,Vienna Coffee Cup / Silicone Lid,Promotional Merchandise,Accessories,Promotional Merchandise | Drinkware,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
273,sku:5198,5198,Urban Sports Backpack,Promotional Merchandise,Accessories,Promotional Merchandise | Bags,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
274,sku:BR1013,BR1013,Bellroy Classic Daypack,Promotional Merchandise,Accessories,Promotional Merchandise | Bags | Sustainable,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
275,sku:DA1007,DA1007,"Darani GRS Recycled Canvas Anti-Theft 15"" 21L Laptop Backpack",Promotional Merchandise,Accessories,Promotional Merchandise | Bags | Sustainable,,pending-client,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.,No approved Industry can be inferred; source identifies Promotional Merchandise (and sometimes Sustainable) only.
