canonical_index,identity_key,sku,name,source_sets,final_category,final_subcategories,approved_industries,industry_status,industry_blocker,taxonomy_notes
124,sku:ZW001S,ZW001S,Men's Midweight Drill Cargo Pant (Stout),Hi Vis & Workwear,Workwear & Hi-vis,Workwear | Pants,Workwear & Hi-Vis,ready,,
125,sku:ZP604,ZP604,Men's Rugged Cooling Stretch Pant,Hi Vis & Workwear,Workwear & Hi-vis,Workwear | Pants,Workwear & Hi-Vis,ready,,
126,sku:ZP924,ZP924,Men's Rugged Cooling Stretch Segmented Taped Pant,Hi Vis & Workwear,Workwear & Hi-vis,Workwear | Pants,Workwear & Hi-Vis,ready,,
127,sku:ZW004,ZW004,Men's Taped Utility Pant (Regular),Hi Vis & Workwear,Workwear & Hi-vis,Workwear | Pants,Workwear & Hi-Vis,ready,,
128,sku:BJ6078T,BJ6078T,Taped Two Tone Hi Vis 3 In 1 Soft Shell Jacket,Hi Vis & Workwear,Workwear & Hi-vis,Hi Vis | Jackets,Workwear & Hi-Vis,ready,,
129,sku:BJ6766T,BJ6766T,Taped Hi Vis Recycled Rain Shell Jacket,Hi Vis & Workwear,Workwear & Hi-vis,Hi Vis | Jackets,Workwear & Hi-Vis,ready,,
130,sku:ZJ532,ZJ532,Men's Hi Vis 4 In 1 Waterproof Jacket,Hi Vis & Workwear,Workwear & Hi-vis,Hi Vis | Workwear,Workwear & Hi-Vis,ready,,
131,sku:ZJ355,ZJ355,Men's Hi Vis Waterproof Lightweight Jacket,Hi Vis & Workwear,Workwear & Hi-vis,Hi Vis | Workwear,Workwear & Hi-Vis,ready,,
132,sku:ZJ616,ZJ616,Men's Hi Vis X Back Taped 4 In 1 Waterproof Jacket,Hi Vis & Workwear,Workwear & Hi-vis,Hi Vis | Vests,Workwear & Hi-Vis,ready,,
133,sku:ZJ553,ZJ553,Unisex Hi Vis Antarctic Softshell Taped Jacket,Hi Vis & Workwear,Workwear & Hi-vis,Hi Vis | Workwear,Workwear & Hi-Vis,ready,,
134,sku:ZJ770,ZJ770,Women's Hi Vis Nsw Rail X Back 2 In 1 Softshell Jacket,Hi Vis & Workwear,Workwear & Hi-vis,Hi Vis | Jackets,Workwear & Hi-Vis,ready,,
135,sku:6HFV,6HFV,Fluro Vest,Hi Vis & Workwear,Workwear & Hi-vis,Hi Vis | Safety Vests,Workwear & Hi-Vis,ready,,
136,sku:ZV228,ZV228,Unisex Hi Vis Waterproof Reversible Vest,Hi Vis & Workwear,Workwear & Hi-vis,Hi Vis | Safety Vests,Workwear & Hi-Vis,ready,,
137,sku:ZT476,ZT476,Unisex Hi Vis Half Zip Pullover,Hi Vis & Workwear,Workwear & Hi-vis,Hi Vis | Workwear,Workwear & Hi-Vis,ready,,
138,sku:ZT640,ZT640,Unisex Hi Vis Vic Rail 1/4 Zip Pullover,Hi Vis & Workwear,Workwear & Hi-vis,Hi Vis | Workwear,Workwear & Hi-Vis,ready,,
139,sku:ZT460,ZT460,Hi Vis Half Zip Polar Fleece Jumper,Hi Vis & Workwear,Workwear & Hi-vis,Hi Vis | Workwear,Workwear & Hi-Vis,ready,,
140,sku:ZT462,ZT462,Hi Vis Polar Fleece Jumper - Shoulder Taped,Hi Vis & Workwear,Workwear & Hi-vis,Hi Vis | Workwear,Workwear & Hi-Vis,ready,,
141,sku:ZT461,ZT461,Hi Vis Polar Fleece Jumper - Hoop Taped,Hi Vis & Workwear,Workwear & Hi-vis,Hi Vis | Workwear,Workwear & Hi-Vis,ready,,
142,sku:6HVPF,6HVPF,Hi Vis 1/2 Zip Polar Fleece,Hi Vis & Workwear,Workwear & Hi-vis,Hi Vis | Jackets,Workwear & Hi-Vis,ready,,
143,sku:ZW115,ZW115,Men's Hi Vis Short Sleeve Shirt,Hi Vis & Workwear | Shirts,Workwear & Hi-vis,Hi Vis | Shirts | Short Sleeve,Workwear & Hi-Vis,ready,,
144,sku:BS1896,BS1896,Taped Hi Vis Cool Lightweight S/S Shirt,Hi Vis & Workwear | Shirts,Workwear & Hi-vis,Hi Vis | Shirts | Short Sleeve,Workwear & Hi-Vis | Automotive,ready,,
145,sku:6HDNL,6HDNL,L/S 190g Shirt With 3m Tape,Hi Vis & Workwear | Shirts,Workwear & Hi-vis,Hi Vis | Shirts | Long Sleeve,Workwear & Hi-Vis,ready,,
146,sku:BS6896,BS6896,Taped Hi Vis Cool Lightweight Shirt,Hi Vis & Workwear | Shirts,Workwear & Hi-vis,Hi Vis | Shirts | Long Sleeve,Workwear & Hi-Vis | Automotive,ready,,
147,sku:BS6266XT,BS6266XT,Bisley Recycle X Taped Hi Vis Drill Shirt,Hi Vis & Workwear | Shirts,Workwear & Hi-vis,Hi Vis | Shirts | Long Sleeve | Sustainable,Workwear & Hi-Vis,ready,,
148,sku:ZW400,ZW400,Men's Rugged Cooling Men's L/S Shirt,Hi Vis & Workwear | Shirts,Workwear & Hi-vis,Workwear | Shirts | Long Sleeve,Workwear & Hi-Vis | Automotive,ready,,
149,sku:ZW680,ZW680,Men's Bio Motion Vic Rail Shirt,Hi Vis & Workwear | Shirts,Workwear & Hi-vis,Hi Vis | Shirts | Long Sleeve,Workwear & Hi-Vis | Automotive,ready,,
150,sku:ZW128,ZW128,Men's Rugged Cooling Hi Vis Spliced Shirt,Hi Vis & Workwear | Shirts,Workwear & Hi-vis,Hi Vis | Shirts | Long Sleeve,Workwear & Hi-Vis | Automotive,ready,,
151,sku:ZW229,ZW229,Men's Rugged Cooling Hi Vis Segmented Tape L/S Shirt,Hi Vis & Workwear | Shirts,Workwear & Hi-vis,Hi Vis | Shirts | Long Sleeve,Workwear & Hi-Vis,ready,,
152,sku:ZW815,ZW815,Men's Rugged Cooling Hi Vis Spliced S/S Shirt,Hi Vis & Workwear | Shirts,Workwear & Hi-vis,Hi Vis | Shirts | Short Sleeve,Workwear & Hi-Vis,ready,,
153,sku:ZW835,ZW835,Men's Rugged Cooling Taped Hi Vis Spliced S/S Shirt,Hi Vis & Workwear | Shirts,Workwear & Hi-vis,Hi Vis | Shirts | Short Sleeve,Workwear & Hi-Vis,ready,,
154,sku:ZH415,ZH415,Men's Comfort Back S/S Polo,Hi Vis & Workwear,Workwear & Hi-vis,Workwear | Shirts | Short Sleeve,Workwear & Hi-Vis | Automotive,ready,,
155,sku:J740M,J740M,Men's Apex Lightweight Softshell Jacket,Outerwear,Outerwear,Jackets | Soft Shells,Corporate | Healthcare | Retail | Government,ready,,
156,sku:1513,1513,Men's Olympus Soft Shell Jacket,Outerwear,Outerwear,Jackets | Soft Shells,Corporate | Healthcare | Retail | Government,ready,,
157,sku:2513,2513,Ladies Olympus Soft Shell Jacket,Outerwear,Outerwear,Jackets | Soft Shells,Corporate | Healthcare | Retail | Government,ready,,
158,sku:JK63,JK63,Men's Sustainable Softshell Corporate Jacket,Outerwear | Sustainable,Outerwear,Jackets | Soft Shells | Sustainable,Corporate | Healthcare | Retail | Government,ready,,
159,sku:J212M,J212M,Alpine Men's Puffer Jacket,Outerwear,Outerwear,Jackets | Puffers,Corporate | Healthcare | Retail | Government,ready,,
160,sku:BJ2602M,BJ2602M,Men's Tailor Jacket,Outerwear,Outerwear,Jackets | Soft Shells,Corporate | Healthcare | Retail | Government,ready,,
161,sku:1512,1512,Selwyn Men's Jackets,Outerwear,Outerwear,Jackets | Soft Shells,Corporate | Healthcare | Retail | Government,ready,,
162,sku:BJ2602L,BJ2602L,Women's Tailor Jacket,Outerwear,Outerwear,Jackets | Soft Shells,Corporate | Healthcare | Retail | Government,ready,,
163,sku:J740L,J740L,Ladies Apex Lightweight Softshell Jacket,Outerwear,Outerwear,Jackets | Soft Shells,Corporate | Healthcare | Retail | Government,ready,,
164,sku:J212L,J212L,Alpine Ladies Puffer Jacket,Outerwear,Outerwear,Jackets | Puffers,Corporate | Healthcare | Retail | Government,ready,,
165,sku:J502M,J502M,Men's Atlas Jacket,Outerwear | Sustainable,Outerwear,Jackets | Soft Shells | Sustainable,Corporate | Healthcare | Retail | Government,ready,,
166,sku:CO342LJ,CO342LJ,Nova Women's Knit Jacket,Outerwear,Outerwear,Knitwear,Corporate | Healthcare | Retail | Government,ready,,
167,sku:CBZ02,CBZ02,Nepal Chef Jacket,Outerwear,Outerwear,Knitwear,Corporate | Healthcare | Retail | Government,ready,,
168,sku:J510M,J510M,Unisex Charger Jacket,Outerwear,Outerwear,Jackets,Automotive,ready,,
169,sku:J428U,J428U,Unisex Sphere Jacket,Outerwear | Sustainable,Outerwear,Jackets | Soft Shells | Sustainable,Corporate | Healthcare | Retail | Government,ready,,
170,sku:CH232LS,CH232LS,Zest Women's Chef Jacket,Outerwear,Outerwear,Jackets | Chef Jackets,Hospitality,ready,,
171,sku:CH232MS,CH232MS,Zest Men's S/S Chef Jacket,Outerwear,Outerwear,Jackets | Chef Jackets,Hospitality,ready,,
172,sku:CO342MJ,CO342MJ,Nova Men's Knit Jacket,Outerwear,Outerwear,Knitwear,Corporate | Healthcare | Retail | Government,ready,,
173,sku:J307L,J307L,Ladies Geneva Jacket,Outerwear,Outerwear,Jackets | Soft Shells,Corporate | Healthcare | Retail | Government,ready,,
174,sku:PF631,PF631,Ladies Plain Micro Fleece Jacket,Outerwear,Outerwear,Jackets | Fleece,Corporate | Healthcare | Retail | Government,ready,,
175,sku:J750M,J750M,Men's Expedition Quilted Jacket,Outerwear,Outerwear,Jackets | Puffers,Corporate | Healthcare | Retail | Government,ready,,
176,sku:BCSZ009,BCSZ009,Springfield Chef Jacket,Outerwear,Outerwear,Jackets | Chef Jackets,Hospitality,ready,,
177,sku:CH230ML-BIZ,CH230ML-BIZ,Al Dente Men's Chef Jacket,Outerwear,Outerwear,Jackets | Chef Jackets,Hospitality,ready,,
178,sku:CH330MS,CH330MS,Men's Alfresco Short Sleeve Chef Jacket,Outerwear,Outerwear,Jackets | Chef Jackets,Hospitality,ready,,
179,sku:JLCV,JLCV,Montreal Cool Vent Chef Jacket,Outerwear,Outerwear,Jackets | Chef Jackets,Hospitality,ready,,
180,sku:CH232ML,CH232ML,Zest Men's L/S Chef Jacket,Outerwear,Outerwear,Jackets | Chef Jackets,Hospitality,ready,,
181,sku:J211M,J211M,Alpine Men's Puffer Vest,Outerwear,Outerwear,Vests | Puffers,Corporate | Healthcare | Retail | Government,ready,,
182,sku:2523,2523,Snowy Lady Vests,Outerwear,Outerwear,Vests | Puffers,Corporate | Healthcare | Retail | Government,ready,,
183,sku:J213M,J213M,Expedition Men's Vest,Outerwear,Outerwear,Vests | Puffers,Corporate | Healthcare | Retail | Government,ready,,
184,sku:J830M,J830M,Men's Apex Vest,Outerwear,Outerwear,Jackets | Soft Shells,Corporate | Healthcare | Retail | Government,ready,,
185,sku:WV619M,WV619M,Men's Milano Vest,Outerwear,Outerwear,Knitwear,Corporate | Healthcare | Retail | Government,ready,,
186,sku:J211L,J211L,Alpine Ladies Puffer Vest,Outerwear,Outerwear,Vests | Puffers,Corporate | Healthcare | Retail | Government,ready,,
187,sku:1523,1523,Snowy Men's Vests,Outerwear,Outerwear,Vests | Puffers,Corporate | Healthcare | Retail | Government,ready,,
188,sku:J830L,J830L,Ladies Apex Vest,Outerwear,Outerwear,Vests | Soft Shells,Corporate | Healthcare | Retail | Government,ready,,
189,sku:J29123,J29123,Ladies Soft Shell Vest,Outerwear,Outerwear,Vests | Soft Shells,Corporate | Healthcare | Retail | Government,ready,,
190,sku:CO343LV,CO343LV,Nova Women's Knit Vest,Outerwear,Outerwear,Knitwear,Corporate | Healthcare | Retail | Government,ready,,
191,sku:J213L,J213L,Expedition Women's Vest,Outerwear,Outerwear,Vests | Puffers,Corporate | Healthcare | Retail | Government,ready,,
192,sku:CO343MV,CO343MV,Nova Men's Knit Vest,Outerwear,Outerwear,Knitwear,Corporate | Healthcare | Retail | Government,ready,,
193,sku:LV619L,LV619L,Ladies Milano Vest,Outerwear,Outerwear,Knitwear,Corporate | Healthcare | Retail | Government,ready,,
194,sku:J404L,J404L,Ladies Geneva Vest,Outerwear,Outerwear,Vests,Corporate | Healthcare | Retail | Government,ready,,
195,sku:J3881,J3881,Men's Soft Shell Vest,Outerwear,Outerwear,Vests | Soft Shells,Corporate | Healthcare | Retail | Government,ready,,
196,sku:PF905,PF905,Ladies Plain Micro Fleece Vest,Outerwear,Outerwear,Vests | Fleece,Corporate | Healthcare | Retail | Government,ready,,
197,sku:RJP266M,RJP266M,Osaka Men's Pineapple Knit Jumper,Outerwear,Outerwear,Knitwear,Corporate | Healthcare | Retail | Government,ready,,
198,sku:CK962LC,CK962LC,Women's Zip Front Short Sleeve Knit Cardigan,Outerwear,Outerwear,Knitwear,Corporate | Healthcare | Retail | Government,ready,,
199,sku:TW1826,TW1826,Women's Crew Pullover,Outerwear,Outerwear,Knitwear,Corporate | Healthcare | Retail | Government,ready,,
200,sku:TW1827,TW1827,Men's Crew Pullover,Outerwear,Outerwear,Knitwear,Corporate | Healthcare | Retail | Government,ready,,
201,sku:WP417M,WP417M,Men's Milano Pullover,Outerwear,Outerwear,Knitwear,Corporate | Healthcare | Retail | Government,ready,,
202,sku:LP618L,LP618L,Ladies Milano Pullover,Outerwear,Outerwear,Knitwear,Corporate | Healthcare | Retail | Government,ready,,
203,sku:TW1828,TW1828,Men's 1/4 Zip Pullover,Outerwear,Outerwear,Knitwear,Corporate | Healthcare | Retail | Government,ready,,
204,sku:TW1829,TW1829,Women's Signature Cardiagn,Outerwear,Outerwear,Knitwear,Corporate | Healthcare | Retail | Government,ready,,
205,sku:TW1919,TW1919,Signature Hoodie,Outerwear,Outerwear,Jackets | Fleece,Corporate | Healthcare | Retail | Government,ready,,
206,sku:J750L,J750L,Ladies Expedition Quilted Jacket,Outerwear,Outerwear,Jackets | Puffers,Corporate | Healthcare | Retail | Government,ready,,
207,sku:TW1822,TW1822,Men's Signature Polo,Polos | Sustainable,Tops,Short Sleeve | Sustainable | Polos,Corporate | Healthcare | Education | Government,ready,,
208,sku:BP2616LS,BP2616LS,Women's Venture Short Sleeve Polo,Polos,Tops,Short Sleeve | Polos,Corporate | Healthcare | Education,ready,,
209,sku:TW1823,TW1823,Women's Signature Polo,Polos | Sustainable,Tops,Short Sleeve | Sustainable | Polos,Corporate | Healthcare | Education | Government,ready,,
210,sku:P400MS,P400MS,Men's Crew Polo,Polos,Tops,Short Sleeve | Polos,Corporate | Retail | Hospitality,ready,,
211,sku:TW1825,TW1825,Women's Signature Long Sleeve Polo,Polos | Sustainable,Tops,Long Sleeve | Sustainable | Polos,Corporate | Healthcare | Education | Government,ready,,
212,sku:P400LS,P400LS,Ladies Crew Polo,Polos,Tops,Short Sleeve | Polos,Corporate | Retail | Hospitality,ready,,
213,sku:BP2610MS,BP2610MS,Men's Phoenix Short Sleeve Polo,Polos,Tops,Short Sleeve | Polos,Corporate | Retail,ready,,
214,sku:1062,1062,Superdry Polo - Men's,Polos,Tops,Short Sleeve | Polos,Workwear & Hi-Vis | Automotive,ready,,
215,sku:TW1824,TW1824,Men's Signature Long Sleeve Polo,Polos | Sustainable,Tops,Long Sleeve | Sustainable | Polos,Corporate | Healthcare | Education | Government,ready,,
216,sku:P105MS,P105MS,Ladies City Polo,Polos,Tops,Short Sleeve | Polos,Corporate | Hospitality | Retail,ready,,
217,sku:1064,1064,Kahve Polo - Men's,Polos | Sustainable,Tops,Short Sleeve | Sustainable | Polos,Hospitality | Retail | Corporate,ready,,
218,sku:BP2616MS,BP2616MS,Men's Venture Short Sleeve Polo,Polos,Tops,Short Sleeve | Polos,Corporate | Healthcare | Education,ready,,
219,sku:1164,1164,Kahve Polo - Ladies,Polos | Sustainable,Tops,Short Sleeve | Sustainable | Polos,Hospitality | Retail | Corporate,ready,,
220,sku:N2306,N2306,Keira Ladies' Polos,Polos,Tops,Short Sleeve | Polos,Corporate | Healthcare | Hospitality,ready,,
